device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
29,0,10.29,0,0,5.0,2.0,4.0,0.5,1900.0,130.0,2013,931,338.0,470.0
23,0,15.21,1,0,8.0,5.0,16.0,2.0,4000.0,185.0,2019,423,413.0,441.0
32,0,12.7,1,0,8.0,5.0,16.0,1.0,2000.0,144.0,2019,349,380.0,412.0
32,0,12.7,0,0,8.0,5.0,16.0,1.0,2000.0,144.0,2019,385,393.0,410.0
10,0,13.84,1,0,8.0,5.0,32.0,2.0,3020.0,144.0,2020,355,396.0,451.0
10,0,14.5,1,0,13.0,5.0,32.0,2.0,3020.0,146.0,2019,201,422.0,450.0
10,0,14.5,1,0,13.0,5.0,32.0,2.0,3020.0,146.0,2019,388,406.0,479.0
11,0,20.32,1,0,5.0,2.0,16.0,2.0,5100.0,310.0,2020,240,422.0,461.0
11,0,10.16,0,0,5.0,2.0,16.0,4.0,1700.0,136.1,2014,610,396.0,470.0
14,0,12.7,0,0,5.0,0.3,8.0,0.5,3000.0,147.6,2016,704,351.0,410.0
15,0,15.47,1,0,8.0,5.0,16.0,2.0,4000.0,172.0,2019,531,415.0,460.0
15,0,17.78,1,0,2.0,2.0,32.0,1.0,3590.0,236.0,2019,524,381.0,460.0
13,1,5.28,1,0,2.0,13.0,8.0,1.0,1470.0,127.0,2020,202,376.0,502.0
13,0,15.37,1,0,5.0,13.0,32.0,3.0,4000.0,196.5,2020,205,423.0,548.0
13,0,13.84,1,0,8.0,5.0,16.0,1.0,3000.0,152.0,2019,393,404.0,464.0
13,0,15.72,1,0,8.0,8.0,32.0,3.0,4000.0,164.0,2019,516,411.0,469.0
13,0,15.29,1,0,13.0,5.0,32.0,3.0,3500.0,179.0,2019,463,417.0,530.0
13,0,7.62,0,0,2.0,1.3,4.0,0.5,1540.0,140.45,2014,965,313.0,393.0
17,0,10.16,0,0,2.0,0.3,0.5,0.25,1500.0,146.5,2014,900,312.0,389.0
17,0,7.75,0,0,0.3,0.3,0.5,0.25,1500.0,89.0,2014,757,157.0,369.0
17,0,10.03,0,0,2.0,0.3,0.2,0.25,2000.0,85.0,2013,652,340.0,427.0
17,0,10.16,0,0,2.0,0.3,16.0,4.0,2000.0,89.0,2013,1051,330.0,408.0
17,0,7.75,0,0,0.3,0.3,16.0,4.0,2000.0,89.0,2013,897,285.0,387.0
20,0,16.56,1,0,0.3,8.0,64.0,3.0,4000.0,200.0,2020,296,416.0,500.0
20,0,13.84,1,0,0.3,5.0,16.0,2.0,3000.0,180.0,2020,293,369.0,409.0
20,0,13.84,1,0,0.3,5.0,16.0,2.0,3000.0,180.0,2020,260,399.0,462.0
20,1,5.18,0,0,0.3,0.0,0.06,0.03,1020.0,90.5,2020,322,252.0,339.0
20,1,5.18,0,0,0.3,0.0,0.1,0.03,1020.0,91.3,2020,148,256.0,301.0
20,1,5.18,1,0,0.3,0.0,0.1,0.03,1200.0,86.5,2019,414,279.0,368.0
22,0,15.27,1,0,8.0,5.0,32.0,2.0,4000.0,170.0,2019,282,402.0,461.0
22,0,10.29,1,0,8.0,5.0,8.0,1.0,2000.0,135.0,2015,917,410.0,499.0
26,0,12.88,1,0,8.0,5.0,32.0,3.0,4000.0,168.0,2020,120,415.0,472.0
26,0,12.7,1,0,8.0,5.0,16.0,1.0,2600.0,154.0,2020,226,408.0,479.0
26,0,20.32,1,0,8.0,2.0,32.0,2.0,5100.0,169.0,2019,313,398.0,487.0
23,0,20.32,0,0,0.3,2.0,16.0,1.0,3600.0,330.0,2020,290,405.0,449.0
23,0,15.44,1,0,2.0,8.0,32.0,2.0,3500.0,191.6,2020,243,399.0,514.0
23,0,17.78,0,0,8.0,0.3,8.0,1.0,2000.0,242.0,2019,513,282.0,387.0
23,0,12.88,1,0,8.0,5.0,16.0,2.0,2700.0,138.0,2019,440,418.0,463.0
23,0,20.32,0,0,2.0,2.0,32.0,2.0,4000.0,355.0,2020,276,421.0,439.0
23,0,12.83,0,0,8.0,8.0,32.0,1.0,2200.0,158.0,2019,213,417.0,422.0
23,0,12.7,0,0,5.0,5.0,32.0,1.0,3400.0,146.0,2019,184,376.0,390.0
23,0,10.29,0,0,5.0,0.3,4.0,0.5,1760.0,136.0,2013,1091,405.0,530.0
1,1,5.18,1,0,2.0,5.0,4.0,0.5,3230.0,90.0,2019,356,325.0,392.0
1,0,17.78,1,0,5.0,2.0,8.0,1.0,3240.0,295.1,2016,662,418.0,487.0
1,0,20.32,0,0,0.3,0.3,16.0,0.5,3240.0,325.0,2014,1050,385.0,460.0
1,0,17.78,0,0,0.3,0.3,16.0,0.5,2840.0,285.0,2014,770,371.0,440.0
1,0,17.78,0,0,2.0,0.3,4.0,1.0,3240.0,285.0,2014,759,399.0,508.0
1,0,17.78,0,0,0.3,0.3,4.0,1.0,3240.0,350.0,2013,737,412.0,461.0
1,0,17.78,0,0,2.0,0.3,8.0,1.0,3300.0,350.0,2013,1057,413.0,471.0
1,0,12.83,1,0,5.0,5.0,16.0,1.0,2460.0,153.2,2019,473,378.0,440.0
0,0,12.7,1,0,8.0,2.0,32.0,4.0,2000.0,126.0,2016,617,378.0,478.0
0,0,12.7,1,0,8.0,5.0,32.0,4.0,2000.0,125.0,2016,893,407.0,470.0
0,0,10.29,1,0,5.0,5.0,32.0,4.0,2000.0,142.0,2015,988,378.0,471.0
0,0,10.29,0,0,5.0,2.0,32.0,4.0,2000.0,142.0,2015,961,362.0,451.0
0,0,20.32,0,0,5.0,0.3,16.0,4.0,4550.0,355.0,2015,994,423.0,519.0
0,0,12.7,0,0,8.0,2.0,32.0,4.0,2000.0,118.0,2015,934,372.0,486.0
0,0,10.16,0,0,5.0,2.0,32.0,4.0,1300.0,120.0,2015,603,390.0,449.0
0,2,10.16,0,0,5.0,2.0,16.0,4.0,1300.0,119.0,2015,697,376.0,438.0
0,0,10.29,1,0,5.0,2.0,32.0,4.0,2000.0,145.0,2015,1044,364.0,486.0
0,0,12.7,1,0,13.0,5.0,16.0,4.0,2300.0,116.0,2014,579,403.0,530.0
0,0,12.7,0,0,13.0,2.0,32.0,4.0,2100.0,110.0,2014,899,415.0,519.0
0,0,10.16,0,0,2.0,2.0,16.0,4.0,1300.0,130.0,2014,685,384.0,451.0
0,0,17.78,0,0,2.0,0.3,16.0,4.0,3400.0,298.0,2014,920,409.0,471.0
0,0,17.78,0,0,5.0,0.3,16.0,4.0,3400.0,298.0,2014,1007,406.0,501.0
0,0,17.78,0,0,5.0,0.3,32.0,4.0,3700.0,159.5,2014,724,407.0,450.0
0,0,10.16,0,0,5.0,1.3,16.0,4.0,1630.0,122.0,2014,719,364.0,460.0
0,0,17.78,0,0,0.3,2.0,32.0,4.0,2955.0,315.0,2014,690,404.0,459.0
0,0,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,150.0,2014,1015,347.0,514.0
0,0,7.75,0,0,3.15,0.3,16.0,4.0,1500.0,120.0,2013,901,304.0,461.0
0,0,12.88,0,0,8.0,2.0,32.0,4.0,2400.0,195.0,2013,946,406.0,576.0
0,0,7.75,0,0,3.0,0.3,16.0,4.0,1300.0,110.0,2013,942,349.0,461.0
0,0,10.29,0,0,5.0,0.3,16.0,4.0,1760.0,130.0,2013,825,376.0,515.0
0,0,17.78,0,0,0.3,0.3,32.0,4.0,2640.0,339.9,2013,558,413.0,471.0
1,0,12.83,1,0,5.0,5.0,16.0,4.0,3230.0,130.0,2019,302,383.0,479.0
1,0,12.7,0,0,5.0,2.0,32.0,4.0,3230.0,148.0,2019,211,400.0,426.0
1,0,15.29,0,0,8.0,8.0,32.0,4.0,4000.0,158.0,2018,670,407.0,519.0
1,0,15.24,1,0,8.0,5.0,16.0,4.0,3000.0,155.0,2018,586,395.0,507.0
1,0,12.78,1,0,8.0,5.0,16.0,4.0,3000.0,151.0,2018,600,411.0,461.0
1,0,17.78,0,0,2.0,0.3,32.0,4.0,2580.0,245.0,2018,564,401.0,425.0
1,0,12.7,1,0,5.0,2.0,32.0,4.0,2050.0,159.5,2017,687,393.0,460.0
1,0,12.7,1,0,13.0,5.0,16.0,4.0,2460.0,156.0,2016,754,408.0,530.0
1,0,12.83,1,0,8.0,5.0,16.0,4.0,2500.0,163.9,2016,1063,400.0,439.0
1,0,12.7,0,0,8.0,5.0,32.0,4.0,2000.0,148.0,2016,989,301.0,410.0
1,0,12.83,1,0,8.0,5.0,16.0,4.0,2500.0,159.95,2016,987,403.0,471.0
1,0,12.7,1,0,8.0,5.0,32.0,4.0,2500.0,159.95,2016,649,400.0,437.0
1,0,17.78,0,0,2.0,0.3,32.0,4.0,2580.0,159.95,2016,813,385.0,438.0
1,0,10.16,0,0,2.0,0.3,16.0,4.0,1500.0,159.95,2016,893,367.0,409.0
1,0,12.83,1,0,5.0,2.0,32.0,4.0,2580.0,174.0,2016,622,414.0,479.0
1,0,12.83,1,0,8.0,2.0,16.0,4.0,2500.0,173.0,2015,1040,413.0,488.0
1,0,10.29,1,0,5.0,0.3,16.0,4.0,2000.0,144.9,2015,562,396.0,487.0
1,0,12.83,1,0,5.0,2.0,32.0,4.0,2800.0,142.95,2015,658,414.0,478.0
1,0,17.78,0,0,2.0,0.3,16.0,4.0,2820.0,260.0,2015,917,410.0,460.0
1,0,17.78,0,0,2.0,0.3,16.0,4.0,2820.0,260.0,2015,976,397.0,438.0
1,0,12.7,1,0,5.0,2.0,16.0,4.0,2820.0,142.95,2015,732,396.0,438.0
1,0,10.29,1,0,5.0,0.3,16.0,4.0,2820.0,125.0,2015,629,334.0,406.0
1,0,10.16,1,0,2.0,0.3,16.0,4.0,2820.0,110.0,2015,1092,302.0,392.0
1,1,7.75,0,0,2.0,0.3,512.0,0.25,2820.0,98.0,2015,786,286.0,368.0
1,0,10.16,0,0,5.0,0.3,16.0,4.0,1400.0,114.0,2014,829,393.0,486.0
1,0,7.75,0,0,2.0,0.3,16.0,4.0,1300.0,101.0,2014,803,354.0,436.0
1,0,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,149.0,2014,702,359.0,480.0
1,1,7.75,0,0,1.3,0.3,256.0,0.25,1000.0,93.0,2014,672,251.0,332.0
1,0,10.29,1,0,5.0,0.3,32.0,4.0,2000.0,147.0,2014,929,390.0,518.0
1,0,10.29,1,0,5.0,0.3,32.0,4.0,2000.0,147.0,2014,658,416.0,487.0
1,0,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,149.1,2014,718,393.0,451.0
1,0,10.16,0,0,5.0,0.3,16.0,4.0,1400.0,121.1,2014,969,365.0,412.0
1,0,7.75,0,0,2.0,0.3,16.0,4.0,1300.0,100.0,2014,921,278.0,439.0
1,0,10.29,0,0,5.0,0.3,16.0,4.0,1800.0,150.0,2014,632,392.0,459.0
1,0,10.16,0,0,3.15,0.3,16.0,4.0,1300.0,116.0,2014,867,339.0,369.0
1,1,5.28,0,0,3.15,0.3,16.0,4.0,750.0,98.0,2014,1029,331.0,393.0
1,1,5.18,0,0,2.0,0.3,128.0,0.25,750.0,95.0,2014,787,360.0,391.0
1,1,5.18,0,0,0.3,0.3,16.0,0.25,850.0,77.9,2014,809,162.0,337.0
1,1,5.18,0,0,2.0,0.3,128.0,4.0,850.0,85.0,2014,656,234.0,301.0
1,0,12.7,1,0,5.0,0.3,16.0,4.0,3000.0,162.0,2014,753,416.0,494.0
1,0,10.16,1,0,5.0,0.3,16.0,4.0,2000.0,130.0,2014,951,357.0,480.0
1,1,17.78,0,0,0.3,0.3,16.0,4.0,2000.0,285.0,2014,701,399.0,439.0
1,1,10.29,0,0,5.0,0.3,16.0,4.0,1700.0,103.0,2014,955,327.0,422.0
1,1,7.75,0,0,0.3,0.3,16.0,4.0,1300.0,100.0,2014,785,302.0,353.0
1,0,12.7,0,0,8.0,2.0,32.0,4.0,2000.0,128.0,2014,834,394.0,530.0
1,0,10.29,1,0,8.0,2.0,16.0,4.0,2000.0,116.0,2014,568,422.0,529.0
1,0,10.29,0,0,8.0,0.3,16.0,4.0,1700.0,110.0,2014,571,400.0,508.0
1,1,5.18,0,0,2.0,0.3,16.0,4.0,1000.0,89.0,2013,606,283.0,410.0
1,0,12.7,0,0,13.1,2.0,16.0,4.0,2500.0,125.0,2014,540,400.0,567.0
1,0,12.83,0,0,8.0,2.0,16.0,4.0,2500.0,189.0,2014,906,423.0,495.0
1,0,10.29,0,0,5.0,0.3,16.0,4.0,1800.0,130.0,2013,967,372.0,470.0
1,0,10.16,0,0,5.0,0.3,16.0,4.0,1400.0,136.5,2013,904,371.0,426.0
1,0,12.7,0,0,5.0,0.3,16.0,4.0,1800.0,162.0,2013,684,391.0,487.0
1,0,10.29,0,0,5.0,0.3,16.0,4.0,1800.0,157.0,2013,921,394.0,460.0
1,0,10.16,0,0,5.0,0.3,16.0,4.0,1300.0,110.0,2013,764,356.0,438.0
1,0,7.75,0,0,2.0,0.3,16.0,4.0,1300.0,100.0,2013,837,322.0,426.0
1,0,10.34,1,0,8.0,1.3,16.0,4.0,2000.0,110.0,2013,586,364.0,507.0
1,0,10.24,0,0,5.0,0.3,16.0,4.0,1700.0,96.0,2013,831,316.0,487.0
1,0,7.75,0,0,2.0,0.3,512.0,0.25,1300.0,118.0,2013,858,284.0,393.0
1,1,7.75,0,0,3.15,0.3,16.0,0.25,1400.0,108.0,2013,858,353.0,480.0
1,0,10.16,0,0,5.0,0.3,16.0,4.0,1500.0,119.5,2013,1084,361.0,539.0
1,0,12.7,0,0,5.0,0.3,16.0,4.0,2500.0,163.0,2013,789,367.0,514.0
1,0,11.81,0,0,8.0,1.3,16.0,4.0,1800.0,115.0,2013,585,355.0,559.0
1,0,11.84,0,0,8.0,2.0,16.0,4.0,1800.0,109.0,2013,898,400.0,544.0
1,0,7.75,0,0,2.0,0.3,512.0,0.25,1400.0,118.0,2013,911,364.0,460.0
1,0,7.75,0,0,3.15,0.3,16.0,4.0,1400.0,122.0,2013,597,339.0,461.0
1,0,10.16,0,0,5.0,0.3,16.0,4.0,1400.0,136.5,2013,900,376.0,495.0
1,0,10.29,0,0,5.0,0.3,16.0,4.0,1800.0,139.0,2013,573,412.0,501.0
1,0,12.7,1,0,8.0,1.3,16.0,4.0,2500.0,135.0,2013,1042,423.0,586.0
23,0,12.7,1,0,8.0,8.0,16.0,4.0,2500.0,145.0,2017,683,405.0,500.0
23,0,12.7,1,0,8.0,5.0,16.0,4.0,2400.0,137.0,2015,1048,407.0,508.0
23,0,10.34,1,0,8.0,5.0,16.0,4.0,2000.0,143.0,2015,1044,386.0,530.0
23,0,12.7,0,0,5.0,2.0,16.0,4.0,2000.0,153.0,2015,580,366.0,478.0
23,0,12.7,0,0,8.0,5.0,16.0,4.0,4000.0,200.0,2016,1050,405.0,512.0
23,0,10.29,1,0,5.0,0.3,32.0,4.0,1700.0,118.5,2016,650,353.0,486.0
23,0,12.7,1,0,8.0,5.0,32.0,4.0,3140.0,154.0,2015,974,398.0,462.0
23,0,10.29,1,0,5.0,2.0,16.0,4.0,4000.0,156.5,2015,672,372.0,495.0
23,0,10.16,0,0,3.15,0.3,16.0,4.0,1400.0,118.5,2014,758,356.0,440.0
23,0,10.29,1,0,5.0,0.3,32.0,4.0,1800.0,150.0,2014,945,366.0,494.0
23,0,10.16,0,0,3.15,0.3,16.0,4.0,1350.0,119.8,2014,1047,327.0,451.0
23,0,12.7,0,0,8.0,2.0,32.0,4.0,1920.0,149.7,2014,614,381.0,544.0
23,0,12.83,0,0,8.0,2.0,32.0,4.0,2400.0,146.4,2014,689,396.0,544.0
23,0,10.36,0,0,8.0,5.0,16.0,4.0,2050.0,97.0,2014,957,385.0,544.0
23,2,10.16,0,0,5.0,0.3,16.0,4.0,1420.0,110.0,2014,706,328.0,448.0
23,2,12.7,0,0,8.0,2.0,32.0,4.0,2000.0,156.2,2014,643,389.0,513.0
23,2,10.34,0,0,8.0,2.0,32.0,4.0,1750.0,98.9,2014,1085,397.0,508.0
23,0,10.16,0,0,5.0,0.3,16.0,4.0,1500.0,118.7,2014,635,346.0,487.0
23,0,12.7,0,0,13.0,5.0,16.0,4.0,2500.0,143.5,2014,563,405.0,573.0
23,0,17.78,0,0,0.3,0.3,32.0,4.0,3000.0,282.0,2013,571,388.0,424.0
23,0,17.78,0,0,0.3,0.3,32.0,4.0,3000.0,289.0,2013,578,420.0,440.0
23,1,5.18,0,0,0.08,2.0,16.0,4.0,1000.0,80.0,2014,1008,263.0,294.0
23,0,10.24,0,0,5.0,0.3,16.0,4.0,1700.0,153.7,2014,1048,357.0,485.0
23,0,11.76,0,0,5.0,0.3,16.0,4.0,1700.0,147.7,2013,661,366.0,507.0
23,0,10.29,0,0,8.0,2.0,16.0,4.0,3000.0,147.7,2013,783,414.0,560.0
23,0,7.75,0,0,2.0,0.3,16.0,4.0,1200.0,110.6,2013,695,336.0,440.0
23,0,10.16,0,0,3.15,0.3,16.0,4.0,1700.0,137.7,2013,1091,351.0,461.0
23,0,10.29,0,0,5.0,0.3,16.0,4.0,1800.0,142.0,2013,1085,374.0,480.0
23,0,10.34,0,0,8.0,2.0,16.0,4.0,1800.0,124.9,2013,601,361.0,544.0
23,0,12.78,0,0,8.0,1.0,16.0,4.0,3000.0,176.9,2013,1088,403.0,544.0
23,1,5.28,0,0,2.0,0.3,16.0,4.0,1280.0,113.6,2013,1046,292.0,305.0
23,0,7.75,0,0,2.0,0.3,512.0,0.25,1500.0,122.7,2013,977,331.0,425.0
23,0,10.29,0,0,8.0,1.0,16.0,4.0,2100.0,140.7,2013,822,404.0,513.0
23,0,20.32,0,0,2.0,0.3,16.0,4.0,3210.0,369.0,2017,790,415.0,470.0
23,0,17.78,0,0,2.0,0.3,32.0,4.0,2980.0,295.0,2017,552,408.0,421.0
23,0,17.78,0,0,2.0,0.3,32.0,4.0,2980.0,313.0,2015,821,289.0,393.0
23,0,17.78,0,0,2.0,0.3,32.0,4.0,2100.0,337.0,2014,925,416.0,478.0
23,0,15.24,0,0,2.0,0.3,32.0,4.0,2100.0,290.0,2014,1032,400.0,451.0
23,1,10.34,1,0,13.0,2.1,32.0,4.0,2400.0,160.0,2014,988,422.0,507.0
23,0,17.78,1,0,1.3,0.3,16.0,4.0,2000.0,303.0,2013,1016,393.0,514.0
2,3,10.34,1,0,8.0,1.2,16.0,4.0,1810.0,129.0,2014,877,393.0,589.0
2,3,10.16,1,0,8.0,1.2,16.0,4.0,1560.0,112.0,2013,1070,388.0,580.0
23,0,12.7,1,0,8.0,2.0,16.0,4.0,4000.0,210.0,2018,516,398.0,500.0
23,0,12.75,1,0,8.0,5.0,16.0,4.0,3000.0,130.0,2017,665,411.0,553.0
23,0,12.7,1,0,13.0,5.0,32.0,4.0,2100.0,154.0,2015,594,423.0,493.0
23,2,10.16,0,0,5.0,2.0,16.0,4.0,1700.0,150.0,2014,951,366.0,435.0
23,0,12.7,0,0,8.0,2.0,32.0,4.0,2000.0,140.0,2014,551,403.0,548.0
23,0,10.16,0,0,5.0,0.3,16.0,4.0,1400.0,115.0,2014,676,334.0,477.0
23,0,10.29,1,0,5.0,0.3,16.0,4.0,1850.0,140.0,2014,691,382.0,544.0
3,0,13.84,1,0,13.0,5.0,16.0,4.0,3000.0,140.0,2018,370,420.0,439.0
3,0,12.83,1,0,13.0,5.0,32.0,4.0,3000.0,140.0,2018,667,419.0,462.0
3,0,12.7,1,0,13.0,5.0,16.0,4.0,2650.0,120.0,2017,617,408.0,501.0
3,0,15.47,0,0,5.0,2.0,32.0,4.0,3480.0,270.0,2016,835,408.0,480.0
3,0,12.7,1,0,13.0,5.0,16.0,4.0,2600.0,150.0,2016,981,414.0,486.0
3,0,10.29,1,0,8.0,2.0,32.0,4.0,2070.0,135.0,2016,866,387.0,468.0
3,0,10.29,0,0,5.0,0.3,32.0,4.0,2070.0,125.0,2016,545,382.0,450.0
3,0,12.83,1,0,8.0,5.0,16.0,4.0,3010.0,160.0,2016,1003,421.0,501.0
3,0,12.7,1,0,8.0,5.0,16.0,4.0,2500.0,153.0,2016,624,399.0,470.0
3,0,10.29,0,0,5.0,0.3,32.0,4.0,1600.0,133.5,2015,727,382.0,426.0
3,0,12.7,0,0,8.0,2.0,16.0,4.0,2070.0,140.0,2016,571,399.0,507.0
3,0,12.7,0,0,8.0,2.0,32.0,4.0,2070.0,135.0,2015,840,380.0,486.0
3,0,12.7,1,0,8.0,2.0,32.0,4.0,2500.0,155.1,2015,568,419.0,469.0
3,0,17.78,0,0,5.0,0.3,32.0,4.0,3450.0,265.0,2015,934,414.0,496.0
3,0,12.7,1,0,8.0,2.0,16.0,4.0,2500.0,155.0,2015,953,378.0,520.0
3,0,10.29,0,0,5.0,0.3,32.0,4.0,2100.0,150.0,2015,547,368.0,450.0
3,0,12.7,1,0,8.0,5.0,32.0,4.0,2500.0,140.0,2014,857,418.0,437.0
3,0,12.7,0,0,8.0,0.3,1024.0,4.0,2500.0,160.0,2014,860,352.0,459.0
3,0,10.29,1,0,5.0,2.0,32.0,4.0,2060.0,148.8,2014,1023,422.0,508.0
3,0,17.78,1,0,5.0,2.0,16.0,4.0,3950.0,279.0,2014,583,419.0,548.0
3,0,17.78,0,0,5.0,2.0,16.0,4.0,3950.0,269.0,2014,1022,423.0,548.0
3,0,10.29,0,0,8.0,0.3,32.0,4.0,1750.0,134.0,2014,772,398.0,461.0
3,0,17.78,0,0,2.0,0.3,32.0,4.0,2865.0,299.0,2014,766,415.0,487.0
3,0,17.78,0,0,2.0,0.3,16.0,4.0,3910.0,290.0,2014,679,407.0,461.0
3,0,12.7,0,0,8.0,2.0,32.0,4.0,2110.0,145.0,2015,583,376.0,478.0
3,0,10.16,0,0,5.0,0.3,16.0,4.0,2865.0,115.0,2014,910,401.0,487.0
3,0,17.78,0,0,3.15,1.2,32.0,4.0,4270.0,340.0,2013,869,423.0,556.0
3,0,17.78,0,0,1.0,1.2,32.0,4.0,4270.0,370.0,2013,753,416.0,470.0
23,0,10.29,1,0,8.0,0.3,16.0,4.0,1840.0,128.0,2014,710,393.0,439.0
23,0,12.7,1,0,13.0,2.0,16.0,4.0,2520.0,135.0,2014,933,412.0,460.0
23,0,10.29,0,0,8.0,2.0,16.0,4.0,2000.0,135.0,2013,1011,393.0,501.0
4,1,12.7,1,0,8.0,2.0,16.0,4.0,2800.0,170.0,2015,1094,409.0,439.0
4,1,7.65,1,0,8.0,2.0,64.0,4.0,2100.0,140.0,2014,617,421.0,606.0
4,1,7.75,1,0,8.0,2.0,16.0,4.0,2515.0,177.0,2014,831,380.0,478.0
4,1,12.7,0,0,5.0,1.1,32.0,4.0,2500.0,164.0,2014,696,374.0,450.0
4,1,12.7,1,0,8.0,2.0,16.0,4.0,2880.0,170.0,2013,574,409.0,495.0
4,1,7.65,1,0,5.0,2.0,32.0,4.0,2180.0,120.0,2013,760,360.0,423.0
4,1,10.21,1,0,8.0,2.0,16.0,4.0,1800.0,137.5,2013,932,401.0,479.0
4,1,7.65,1,0,8.0,2.0,16.0,4.0,2100.0,139.0,2013,814,397.0,470.0
23,0,12.88,1,0,12.0,5.0,16.0,4.0,4180.0,165.0,2018,531,404.0,457.0
23,0,12.7,0,0,13.0,5.0,16.0,4.0,2800.0,169.0,2017,751,320.0,426.0
23,0,12.7,1,0,13.0,5.0,16.0,4.0,2800.0,176.0,2017,872,413.0,437.0
23,0,12.7,0,0,13.0,2.0,32.0,4.0,2800.0,176.0,2017,565,305.0,407.0
23,0,12.88,0,0,13.0,5.0,16.0,4.0,3000.0,174.0,2018,597,410.0,461.0
23,0,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,150.0,2016,1083,392.0,438.0
23,0,12.7,0,0,8.0,2.0,32.0,4.0,5000.0,180.0,2015,862,400.0,494.0
23,0,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,156.0,2015,572,392.0,437.0
23,0,12.7,0,0,8.0,2.0,32.0,4.0,2100.0,154.0,2015,789,390.0,480.0
23,0,10.36,0,0,8.0,5.0,16.0,4.0,2100.0,97.0,2015,889,383.0,524.0
23,0,15.24,1,0,13.0,5.0,16.0,4.0,3200.0,177.0,2014,740,416.0,536.0
23,0,10.16,0,0,3.15,0.3,16.0,4.0,1400.0,106.0,2014,856,306.0,426.0
23,0,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,166.0,2014,1042,400.0,470.0
23,0,12.7,0,0,5.0,0.3,16.0,4.0,1800.0,170.0,2014,874,380.0,439.0
23,0,12.7,0,0,8.0,2.0,32.0,4.0,2000.0,136.0,2014,979,403.0,501.0
23,0,15.24,0,0,8.0,2.0,16.0,4.0,3000.0,206.0,2014,632,404.0,519.0
23,0,10.29,0,0,3.15,0.3,16.0,4.0,1800.0,135.0,2014,980,330.0,423.0
23,0,7.75,0,0,1.3,2.0,512.0,0.25,1300.0,101.0,2014,1056,327.0,426.0
